INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Escola Pública,ALUNO-133,0D,Não,8.428.752,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000.020.000.000.000,9.8,7.5,10,7.1875,7.5,5
,ALUNO-134,,,,,,,,,,,,,,
Escola Pública,ALUNO-135,1A,Não,7.798.752,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.4,7.5,6.5,7.1875,7.25,10
Escola Pública,ALUNO-136,5A,Não,4.643.056,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,4,4.375,2,6.666.666.666.666.660,5.444.446.666.666.660,5
,ALUNO-137,,,,,,,,,,,,,,
,ALUNO-138,,,,,,,,,,,,,,
Escola Pública,ALUNO-139,5L,Não,6.105.834.000.000.000,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916.668,5.8,7.5,4.333.333.333.333.330,8.125,5.499.996.666.666.660,5
,ALUNO-140,,,,,,,,,,,,,,
,ALUNO-141,,,,,,,,,,,,,,
,ALUNO-142,,,,,,,,,,,,,,
,ALUNO-143,,,,,,,,,,,,,,
,ALUNO-144,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-145,7B,Sim,8.345.001.166.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791.667,9.1,7.5,7.333.333.333.333.330,7.5,88.333.375,10
Escola Pública,ALUNO-146,1C,Não,6.385.835.333.333.330,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,7.2,7.5,0,7.291.666.666.666.660,7.333.333.333.333.330,10
Escola Pública,ALUNO-147,2C,Não,5.934.724.000.000.000,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8,7.5,0,7.291.666.666.666.660,7.277.776.666.666.660,5
,ALUNO-148,,,,,,,,,,,,,,
Escola Pública,ALUNO-149,6B,Não,7.131.667,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,8.7,5.625,3,8.125,8.333.335,10
,ALUNO-150,,,,,,,,,,,,,,
Escola Pública,ALUNO-151,1R,Não,8.238.891.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,9.5,7.5,7.5,9.166.666.666.666.660,8.611.113.333.333.330,5
Rede Decisão/União,ALUNO-152,3B,Não,7.963.542.166.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,624.999,9,7.5,6.333.333.333.333.330,796.875,86.250.075,10
Rede Decisão/União,ALUNO-153,4F,Sim,8.167.711.833.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,9,7.5,4.666.666.666.666.660,859.375,9.125.007.499.999.990,10
Escola Pública,ALUNO-154,1M,Não,58.845.849.999.999.900,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,7.1,7.5,0,7.8125,7.916.665,5
,ALUNO-155,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-156,2J,Não,71.105.566.666.666.600,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,79.166.799.999.999.900,8.9,7.5,5,6.666.666.666.666.660,811.111,5
Escola Pública,ALUNO-157,1H,Não,7.177.224.000.000.000,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,6.4,7.5,6.75,7.916.666.666.666.660,7.777.776.666.666.660,5
Escola Pública,ALUNO-158,3E,Não,6.064.722,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916.668,5.9,3.75,5,7.708.333.333.333.330,6.611.103.333.333.330,5
,ALUNO-159,,,,,,,,,,,,,,
Escola Pública,ALUNO-160,1H,Não,4.478.057.333.333.330,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,2.3,5,0,7.291.666.666.666.660,7.444.443.333.333.330,5
Estácio,ALUNO-161,8A,,8.891.667,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,791.667,10,7.5,9,0,0,10
Escola Pública,ALUNO-162,1B,Não,7.953.752.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.8,7.5,8.5,8.4375,7.75,5
Escola Pública,ALUNO-163,1G,Não,6.440.002,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,750.002,8.2,5,6.25,2.5,7.75,5
Escola Pública,ALUNO-164,1D,Não,7.708.752,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.7,7.5,7.5,7.1875,7.75,5
Escola Pública,ALUNO-165,0G,Não,8.431.252,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,7.5,10,7.8125,7.5,5
,ALUNO-166,,,,,,,,,,,,,,
,ALUNO-167,,,,,,,,,,,,,,
Escola Pública,ALUNO-168,1J,Não,8.082.224,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000.020.000.000.000,8.8,7.5,8.5,7.5,811.111,5
Escola Pública,ALUNO-169,0E,Não,7.800.001.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,5,10,2.5,5.749.995,10
,ALUNO-170,,,,,,,,,,,,,,
,ALUNO-171,,,,,,,,,,,,,,
,ALUNO-172,,,,,,,,,,,,,,
Escola Pública,ALUNO-173,5G,Não,37.383.341.666.666.600,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,791.667,0.9,3.125,28.333.333.333.333.300,5.625,41.250.025,5
Einstein,ALUNO-174,5X,,7.921.668,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,10,5.625,7.2,0,0,10
,ALUNO-175,,,,,,,,,,,,,,
,ALUNO-176,,,,,,,,,,,,,,
,ALUNO-177,,,,,,,,,,,,,,
,ALUNO-178,,,,,,,,,,,,,,
,ALUNO-179,,,,,,,,,,,,,,
,ALUNO-180,,,,,,,,,,,,,,
,ALUNO-181,,,,,,,,,,,,,,
,ALUNO-182,,,,,,,,,,,,,,
Escola Pública,ALUNO-183,0E,Não,7.862.503,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,8.125,10,2.5,7.000.005,5
Escola Pública,ALUNO-184,1H,Não,8.257.224,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,8.3,7.5,7.5,7.916.666.666.666.660,7.777.776.666.666.660,10
,ALUNO-185,,,,,,,,,,,,,,
Escola Pública,ALUNO-186,3J,Não,6.314.166.333.333.330,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,875.001,5.8,7.5,5.666.666.666.666.660,8.125,666.666,2.5
Escola Pública,ALUNO-187,2G,Não,641.389,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,8,7.5,0,7.916.666.666.666.660,7.111.106.666.666.660,10
Escola Pública,ALUNO-188,3C,Sim,7.744.167,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,708.333,4.7,7.5,9,8.125,866.667,10
Escola Pública,ALUNO-189,1C,Não,72.558.353.333.333.300,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,8.3,5,8,7.291.666.666.666.660,7.333.333.333.333.330,5
Rede Decisão/União,ALUNO-190,7B,Sim,8.733.751.333.333.330,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833.334,9.2,6.875,7.666.666.666.666.660,9.0625,9.666.670.000.000.000,10
,ALUNO-191,,,,,,,,,,,,,,
Escola Pública,ALUNO-192,1H,Não,4.854.723.333.333.330,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,74.166.799.999.999.900,5.1,5,0,6.041.666.666.666.660,7.444.443.333.333.330,5
Escola Pública,ALUNO-193,3F,Sim,8.539.168.666.666.660,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,9.8,5,7,8.125,9.333.333.333.333.330,10
Rede Decisão/União,ALUNO-194,6A,Não,71.214.596.666.666.600,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833.334,8.3,6.875,6.333.333.333.333.330,765.625,704.167,5
,ALUNO-195,,,,,,,,,,,,,,
,ALUNO-196,,,,,,,,,,,,,,
Escola Pública,ALUNO-197,3F,Não,8.832.500.666.666.660,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833.334,9.6,7.5,8.666.666.666.666.660,8.958.333.333.333.330,8.5,10
Escola Pública,ALUNO-198,6A,Não,5.518.958,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,6.1,5.625,4.5,578.125,6.291.665,10
Escola Pública,ALUNO-199,3C,Não,6.658.610.666.666.660,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.25,4.8,7.5,7.666.666.666.666.660,8.125,7.388.886.666.666.660,5
Escola Pública,ALUNO-200,4F,Não,7.355.834.833.333.330,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791.667,5.8,7.5,5.666.666.666.666.660,8.125,85.416.725,10
Escola Pública,ALUNO-201,3L,Não,7.718.541.500.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,708.333,9.4,7.5,8,796.875,74.166.675,5
Escola Pública,ALUNO-202,2R,Não,37.799.986.666.666.600,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,2.9,6.875,0,6.458.333.333.333.330,6.833.326.666.666.660,5
,ALUNO-203,,,,,,,,,,,,,,
,ALUNO-204,,,,,,,,,,,,,,
,ALUNO-205,,,,,,,,,,,,,,
Escola Pública,ALUNO-206,6B,Não,52.162.495,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,4.3,7.5,2,7.8125,71.249.975,10
,ALUNO-207,,,,,,,,,,,,,,
Escola Pública,ALUNO-208,2D,Não,78.425.020.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.4,7.5,5,8.125,7.5,10
Escola Pública,ALUNO-209,0H,Sim,9.075.004,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,10,6.25,10,10,1.000.001,5
Rede Decisão/União,ALUNO-210,5B,Não,8.213.058.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,9.1,7.5,5.666.666.666.666.660,8.541.666.666.666.660,8.277.783.333.333.330,10
,ALUNO-211,,,,,,,,,,,,,,
Escola Pública,ALUNO-212,0H,Não,6.345.836,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,74.166.799.999.999.900,10,4.375,7,2.5,25.833.399.999.999.900,10
Escola Pública,ALUNO-213,2P,Não,8.081.669.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.7,5,9,8.749.999.999.999.990,7.833.336.666.666.660,5
,ALUNO-214,,,,,,,,,,,,,,
Escola Pública,ALUNO-215,1A,Não,8.874.585.000.000.000,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,9.3,7.5,10,7.8125,7.666.665,10
UNISA,ALUNO-216,8A,,5.960.001,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,,875.001,0,5.625,7.4,0,0,10
Escola Pública,ALUNO-217,1B,Sim,8.942.503,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,9.4,7.5,9.5,8.125,9.000.005,10
,ALUNO-218,,,,,,,,,,,,,,
Escola Pública,ALUNO-219,2M,Não,7.832.084.999.999.990,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,7.9,8.75,5,8.4375,7.916.665,10
,ALUNO-220,,,,,,,,,,,,,,
,ALUNO-221,,,,,,,,,,,,,,
Escola Pública,ALUNO-222,1F,Não,8.478.752,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.8,7.5,9.5,7.1875,8.25,10
Escola Pública,ALUNO-223,1E,Não,659.278,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,5.2,6.875,5,8.541.666.666.666.660,8.055.556.666.666.660,5
,ALUNO-224,,,,,,,,,,,,,,
Escola Pública,ALUNO-225,4B,Não,8.845.558.333.333.330,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958.335,9.7,7.5,8.333.333.333.333.330,8.749.999.999.999.990,8.277.783.333.333.330,10
Rede Decisão/União,ALUNO-226,2G,Não,7.849.446.666.666.660,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,7.4,5.625,7.5,8.125,8.222.223.333.333.330,10
Escola Pública,ALUNO-227,3L,Não,5.981.250.166.666.660,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,875.001,3,7.5,6.333.333.333.333.330,7.8125,60.416.625,5
,ALUNO-228,,,,,,,,,,,,,,
Escola Pública,ALUNO-229,1H,Não,5.890.556,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,733.334,7.8,7.5,0,7.916.666.666.666.660,7.777.776.666.666.660,5
Rede Decisão/União,ALUNO-230,3G,Não,50.047.223.333.333.300,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,875.001,6.1,4.375,23.333.333.333.333.300,5.833.333.333.333.330,4.611.106.666.666.660,5
Escola Pública,ALUNO-231,6C,Não,59.597.921.666.666.600,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833.334,3.7,5,4.333.333.333.333.330,703.125,65.833.325,10
,ALUNO-232,,,,,,,,,,,,,,
,ALUNO-233,,,,,,,,,,,,,,
,ALUNO-234,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-235,3B,Não,8.125.001.833.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.333.350.000.000.000,9,7.5,7.666.666.666.666.660,7.5,72.916.675,10
,ALUNO-236,,,,,,,,,,,,,,
,ALUNO-237,,,,,,,,,,,,,,
Escola Pública,ALUNO-238,2H,Não,6.492.502,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.4,5,4,5.625,7.75,5
