,INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2020,TURMA_2022,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
646,Escola Pública,ALUNO-647,1,R,Não,7.2,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,8.2,5.0,7.5,6.6,7.7,5.0
647,Escola Pública,ALUNO-648,3,H,Não,6.5,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.9,6.2,7.5,5.0,6.8,5.4,10.0
654,Escola Pública,ALUNO-655,1,R,Não,8.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,9.4,7.5,9.0,6.4,7.7,10.0
656,Escola Pública,ALUNO-657,2,P,Não,8.7,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.6,7.5,8.5,8.9,8.0,10.0
658,Escola Pública,ALUNO-659,3,B,Não,5.8,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,5.7,7.5,0.0,7.3,7.0,10.0
660,Rede Decisão/União,ALUNO-661,7,B,Não,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,9.1,7.5,7.0,7.5,8.0,10.0
662,Escola Pública,ALUNO-663,1,D,Não,7.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.5,6.25,9.0,4.6,6.9,5.0
663,Rede Decisão/União,ALUNO-664,4,A,Sim,9.2,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,10.0,10.0,9.3,9.1,9.8,5.0
665,Escola Pública,ALUNO-666,7,A,Não,3.8,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",5.8,0.4,7.5,0.0,4.84,4.64,10.0
667,Escola Pública,ALUNO-668,1,K,Não,7.7,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,7.1,7.5,9.0,7.9,7.8,5.0
669,Escola Pública,ALUNO-670,5,A,Sim,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,7.5,9.38,8.0,9.1,9.33,5.0
670,Escola Pública,ALUNO-671,1,E,Não,7.5,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,6.0,7.5,10.0,7.5,7.5,5.0
671,Escola Pública,"ALUNO-6,7",1,M,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.6,6.25,4.5,7.8,7.9,10.0
675,Escola Pública,ALUNO-676,5,A,Não,3.9,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",4.58,1.9,3.75,0.0,8.0,7.0,5.0
676,Escola Pública,ALUNO-677,1,A,Não,7.75,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,9.1,6.25,9.0,3.4,8.58,5.0
677,Escola Pública,ALUNO-678,2,F,Não,4.72,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",0.0,4.5,7.5,0.0,7.5,6.6,10.0
679,Escola Pública,ALUNO-680,7,B,Não,7.0,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.5,7.6,5.63,6.5,6.7,6.0,10.0
680,Escola Pública,ALUNO-681,2,H,Não,5.6,Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,7.9,5.0,1.2,4.6,7.7,5.0
681,Escola Pública,ALUNO-682,1,A,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,9.6,7.5,9.0,7.1,7.7,5.0
682,Escola Pública,ALUNO-683,0,G,Não,7.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",6.9,9.8,5.0,10.0,2.5,7.0,5.0
683,Escola Pública,ALUNO-684,1,R,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",10.0,8.1,7.5,9.5,5.4,7.7,5.0
684,Escola Pública,ALUNO-685,0,F,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,9.9,7.5,9.5,2.5,5.0,10.0
685,Escola Pública,ALUNO-686,0,D,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",10.0,8.6,5.0,9.0,7.8,7.3,5.0
687,Escola Pública,ALUNO-688,7,B,Não,6.8,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",6.25,7.6,5.63,4.6,7.0,7.7,10.0
688,Rede Decisão/União,ALUNO-689,2,B,Sim,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.3,5.0,5.5,5.0,9.58,10.0
690,Escola Pública,ALUNO-691,1,C,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.0,9.2,6.25,9.0,7.2,7.5,5.0
692,Escola Pública,ALUNO-693,0,H,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,10.0,7.5,10.0,2.5,7.0,10.0
694,Escola Pública,ALUNO-695,0,C,Não,8.6,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,10.0,7.5,9.0,7.8,7.0,10.0
695,Escola Pública,ALUNO-696,2,G,Sim,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,9.6,7.5,6.5,7.9,8.8,5.0
697,Escola Pública,ALUNO-698,5,B,Não,7.0,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.08,8.8,5.63,5.3,8.3,7.8,5.0
698,Escola Pública,ALUNO-699,2,P,Não,6.7,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,4.7,7.5,6.5,7.9,8.0,5.0
699,Escola Pública,ALUNO-700,2,F,Não,6.9,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,6.9,7.5,4.5,7.9,6.2,10.0
701,Escola Pública,ALUNO-702,1,E,Não,8.8,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,9.5,7.5,10.0,7.2,7.9,10.0
702,Escola Pública,"ALUNO-7,0",2,D,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,9.9,7.5,9.5,8.4,7.5,5.0
703,Escola Pública,ALUNO-704,2,D,Não,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.7,7.5,3.5,7.5,7.7,10.0
706,Escola Pública,ALUNO-707,2,C,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.7,7.5,8.0,7.7,7.6,5.0
707,Escola Pública,ALUNO-708,1,H,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,8.1,7.5,10.0,7.2,7.7,5.0
709,Rede Decisão/União,ALUNO-710,2,B,Não,8.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,8.2,6.25,9.0,7.5,8.3,10.0
711,Escola Pública,ALUNO-712,1,B,Não,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,8.6,7.5,7.5,7.1,7.7,5.0
712,Escola Pública,ALUNO-713,2,J,Não,6.0,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",5.83,6.8,7.5,1.5,5.6,7.5,10.0
713,Escola Pública,ALUNO-714,7,A,Não,5.5,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.5,2.7,4.38,4.5,6.5,6.3,10.0
715,Escola Pública,ALUNO-716,2,G,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.9,7.5,3.5,8.0,7.8,10.0
717,Escola Pública,ALUNO-718,2,N,Não,5.5,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,7.4,4.38,0.0,7.2,7.5,5.0
718,Escola Pública,ALUNO-719,2,F,Não,5.6,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.0,5.4,4.38,1.5,7.7,6.5,10.0
719,Escola Pública,ALUNO-720,5,L,Não,6.3,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",6.25,7.3,6.25,4.0,7.7,7.72,5.0
720,Escola Pública,ALUNO-721,1,G,Não,5.6,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,7.3,5.0,4.0,2.5,7.0,5.0
723,Escola Pública,ALUNO-724,2,R,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",6.9,9.4,7.5,6.0,7.2,8.0,10.0
724,Escola Pública,ALUNO-725,2,M,Não,6.7,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,3.3,5.0,7.0,7.0,7.9,10.0
730,Escola Pública,ALUNO-731,5,L,Não,6.4,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.17,7.8,3.13,4.3,7.7,7.5,5.0
731,Escola Pública,ALUNO-732,4,L,Não,7.8,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,7.0,7.5,7.6,8.5,7.6,10.0
732,Escola Pública,ALUNO-733,2,M,Não,7.0,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,7.9,8.13,2.5,7.1,7.9,10.0
736,Escola Pública,ALUNO-737,2,N,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,9.6,7.5,6.5,7.5,7.5,10.0
737,Escola Pública,ALUNO-738,2,R,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,9.0,6.88,6.0,8.5,8.3,5.0
738,Rede Decisão/União,ALUNO-739,3,A,Sim,8.7,Topázio,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,7.3,10.0,8.3,8.4,8.6,10.0
739,Escola Pública,ALUNO-740,0,D,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,9.4,8.13,10.0,7.8,5.83,5.0
742,Rede Decisão/União,ALUNO-743,0,H,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.8,5.0,10.0,2.5,6.9,10.0
743,Escola Pública,ALUNO-744,6,C,Não,5.0,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",5.42,4.6,5.0,2.6,6.7,7.7,5.0
744,Escola Pública,ALUNO-745,4,L,Não,5.9,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,5.7,7.5,2.0,8.0,7.39,5.0
745,Rede Decisão/União,ALUNO-746,2,F,Sim,8.8,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.1,7.5,9.0,8.5,8.8,10.0
746,Escola Pública,ALUNO-747,3,B,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,9.1,5.63,8.0,7.97,7.92,10.0
748,Escola Pública,ALUNO-749,4,L,Não,6.5,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,3.7,7.5,5.3,8.5,5.6,10.0
749,Escola Pública,ALUNO-750,4,B,Não,5.5,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.58,6.4,6.88,0.0,8.0,6.5,5.0
752,Escola Pública,ALUNO-753,3,E,Não,6.4,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,6.6,7.5,2.3,8.0,6.7,10.0
754,Escola Pública,ALUNO-755,3,L,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,7.5,5.0,8.0,8.4,7.5,10.0
755,Escola Pública,ALUNO-756,2,B,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.9,7.5,9.0,4.0,6.33,5.0
756,Escola Pública,ALUNO-757,3,A,Não,6.2,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",5.42,4.3,7.5,4.6,7.97,6.7,10.0
757,Escola Pública,ALUNO-758,2,L,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,7.5,7.5,4.2,7.9,8.2,10.0
759,Escola Pública,ALUNO-760,0,G,Não,8.6,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.8,7.5,10.0,7.8,5.14,10.0
765,Escola Pública,"ALUNO-7,7",4,B,Não,6.8,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,7.4,7.5,3.6,8.7,8.0,5.0
766,Escola Pública,ALUNO-767,3,L,Não,7.0,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,5.0,7.5,7.0,7.97,6.17,10.0
767,Rede Decisão/União,ALUNO-768,3,G,Sim,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.9,9.9,4.38,7.6,7.2,8.78,5.0
772,Escola Pública,ALUNO-773,2,E,Sim,7.8,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,5.6,7.5,9.5,8.9,8.9,5.0
775,Escola Pública,ALUNO-776,3,R,Não,5.5,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.17,5.2,7.5,1.6,7.2,6.6,5.0
776,Escola Pública,ALUNO-777,1,D,Não,7.0,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,7.8,5.0,7.2,7.1,7.4,5.0
778,Escola Pública,ALUNO-779,6,C,Não,6.5,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,3.9,7.5,4.0,7.5,7.6,10.0
779,Escola Pública,ALUNO-780,3,M,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,8.2,7.5,8.3,7.97,6.0,10.0
781,Rede Decisão/União,ALUNO-782,5,B,Sim,8.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,8.7,9.38,5.6,9.1,9.1,10.0
782,Escola Pública,ALUNO-783,1,M,Não,6.9,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,8.0,7.5,4.5,8.0,7.9,5.0
784,Escola Pública,ALUNO-785,2,B,Não,8.8,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,9.5,7.5,9.0,8.0,7.7,10.0
785,Escola Pública,ALUNO-786,5,F,Não,5.0,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,1.9,7.5,3.0,7.1,6.83,5.0
788,Escola Pública,ALUNO-789,4,L,Não,4.6,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.58,2.8,7.5,0.0,7.9,5.6,5.0
789,Escola Pública,ALUNO-790,3,C,Sim,9.1,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,8.9,7.5,8.6,9.7,9.7,10.0
791,Escola Pública,ALUNO-792,1,G,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.5,4.38,10.0,8.0,7.1,5.0
792,Escola Pública,ALUNO-793,0,E,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",6.83,10.0,7.5,10.0,7.1,7.3,5.0
793,Rede Decisão/União,ALUNO-794,2,L,Sim,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.6,6.25,6.5,7.9,8.7,10.0
794,Escola Pública,ALUNO-795,2,D,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",10.0,9.7,7.5,7.0,7.8,8.0,5.0
